Time (s),Signal (Green),BPM
214.79,51.78,60
214.82,41.39,60
214.85,43.71,60
214.88,49.89,108
214.93,37.24,60
214.96,47.56,48
214.99,43.4,60
215.04,45.43,96
215.07,49.47,96
215.1,46.05,96
215.13,49.28,96
215.16,46.08,60
215.19,44.3,60
215.22,45.03,96
215.25,46.17,96
215.28,43.12,60
215.33,42.34,96
215.36,44.07,60
215.44,37.52,96
215.47,43.16,60
215.5,41.4,60
215.53,41.57,60
215.56,49.26,60
215.59,49.35,60
215.62,36.52,48
215.65,48.95,60
215.69,48.21,60
215.73,51.59,60
215.77,51.28,60
215.8,54.82,132
215.83,50.02,132
215.86,51.94,60
215.89,55.79,60
215.92,55.34,84
215.95,55.47,60
215.98,54.72,60
216.01,55.49,60
216.04,52.82,60
216.08,66.04,132
216.11,57.97,60
216.14,60.62,60
216.17,59.01,60
216.2,55.69,60
216.23,54.98,60
216.26,65.55,84
216.29,54.28,60
216.32,63.62,84
216.35,53.07,60
216.39,53.04,60
216.43,57.31,60
216.46,56.53,60
216.49,57.35,60
216.52,54.76,60
216.55,55.48,60
216.58,59.21,60
216.63,56.91,60
216.66,57.76,60
216.69,59.47,60
216.72,61.6,60
216.76,52.45,132
216.79,56.55,60
216.82,55.87,60
216.85,52.08,60
216.9,58.01,60
216.92,56.35,60
216.95,59.44,60
217.0,51.58,60
217.03,61.36,60
217.07,54.57,60
217.1,58.4,60
217.13,43.94,60
217.17,39.46,60
217.21,41.28,60
217.25,36.8,60
217.28,44.29,60
217.32,55.07,60
217.36,85.62,48
217.4,86.6,48
217.43,85.12,60
217.46,81.72,60
217.49,83.31,60
217.52,85.05,132
217.55,86.01,156
217.58,87.34,132
217.62,86.26,132
217.65,81.45,72
217.68,82.81,72
217.71,80.25,48
217.74,83.48,48
217.77,83.43,72
217.8,81.03,72
217.83,81.86,72
217.86,82.69,72
217.89,83.03,72
217.92,81.11,72
217.96,83.59,72
217.99,86.59,72
218.02,83.72,72
218.05,82.51,72
218.08,85.3,72
218.11,83.37,72
218.15,84.58,72
218.19,86.48,72
218.22,83.96,72
218.25,81.39,72
218.28,83.42,72
218.32,81.42,72
218.36,82.73,72
218.39,81.25,72
218.42,82.86,72
218.45,81.36,72
218.48,80.89,72
218.51,82.46,72
218.55,81.32,72
218.58,80.76,72
218.61,78.93,72
218.64,78.67,72
218.67,78.99,72
218.73,78.87,72
218.76,76.77,72
218.79,76.49,72
218.83,77.24,72
218.86,74.58,72
218.9,83.42,72
218.93,76.25,72
218.96,78.5,72
218.99,73.83,72
219.02,75.31,72
219.05,74.49,72
219.09,75.69,72
219.12,71.75,72
219.15,77.03,72
219.19,77.46,72
219.23,76.46,72
219.25,82.92,72
219.29,79.83,72
219.32,76.21,72
219.35,81.1,72
219.38,84.98,72
219.41,81.23,72
219.44,79.6,72
219.48,78.24,72
219.51,79.25,72
219.54,75.06,72
219.59,77.74,72
219.62,78.85,72
219.66,80.01,72
219.69,78.1,72
219.72,79.86,72
219.75,79.56,72
219.78,82.36,72
219.81,74.25,72
219.84,76.71,72
219.88,75.16,72
219.91,70.78,72
219.94,77.27,72
219.97,82.02,72
220.02,75.68,72
220.06,78.55,72
220.11,81.37,72
220.14,74.34,72
220.17,73.39,72
220.2,70.28,72
220.23,60.8,72
220.27,62.55,72
220.31,54.27,72
220.34,56.36,72
220.37,54.64,72
220.4,54.24,72
220.43,52.8,72
220.46,58.55,96
220.49,54.82,72
220.52,59.25,72
220.55,52.35,72
220.59,53.48,72
220.62,51.76,72
220.65,51.58,72
220.68,51.81,72
220.71,54.22,96
220.74,50.36,72
220.77,55.75,72
220.81,51.85,72
220.85,51.42,72
220.88,53.26,72
220.92,51.49,72
220.95,55.12,72
220.98,56.32,96
221.01,55.69,72
221.04,53.21,72
221.07,54.24,72
221.11,53.42,72
221.15,58.66,72
221.2,53.16,72
221.24,53.16,72
221.27,50.18,72
221.32,54.75,72
221.35,50.16,72
221.38,53.94,72
221.41,51.15,72
221.44,59.59,72
221.47,49.62,72
221.5,52.63,72
221.54,52.64,72
221.57,52.21,72
221.6,61.0,72
221.64,59.46,72
221.67,59.46,72
221.7,56.55,72
221.73,53.15,72
221.76,55.75,72
221.8,50.18,72
221.83,52.02,72
221.86,51.97,72
221.89,56.48,72
221.92,52.13,72
221.95,53.96,72
222.0,53.31,72
222.04,56.61,72
222.07,56.05,72
222.1,56.05,72
222.14,54.54,48
222.17,53.56,48
222.2,55.44,48
222.23,53.87,48
222.26,53.2,48
222.29,48.83,120
222.32,58.62,72
222.35,55.56,72
222.4,56.23,72
222.43,49.17,84
222.47,56.12,72
222.49,56.12,156
222.53,54.7,84
222.55,57.76,120
222.59,51.8,156
222.62,53.53,72
222.65,56.17,156
222.68,53.27,72
222.71,53.09,72
222.74,50.63,72
222.8,50.67,72
222.83,52.39,72
222.87,55.51,84
222.91,56.46,120
222.94,56.46,72
222.97,52.86,72
223.0,55.3,72
223.03,51.13,156
223.07,52.26,84
223.11,50.39,84
223.16,50.4,84
223.2,55.3,156
